,gene_id,gene_name,gene_ontology
14539,b2795,ppnN,pyrimidine-5'-nucleotide nucleosidase activity
14540,b2795,ppnN,inosinate nucleosidase activity
14541,b2795,ppnN,inosinate nucleosidase activity
14542,b2795,ppnN,guanosine tetraphosphate binding
14543,b2795,ppnN,guanosine tetraphosphate binding
14544,b2795,ppnN,cytosol
14545,b2795,ppnN,protein-containing complex
14546,b2795,ppnN,protein-containing complex
14547,b2795,ppnN,cytosol
14548,b1747,astA,arginine N-succinyltransferase activity
14549,b1747,astA,arginine N-succinyltransferase activity
14550,b1747,astA,arginine N-succinyltransferase activity
14551,b1747,astA,arginine N-succinyltransferase activity
14552,b1747,astA,transferase activity
14553,b1747,astA,acyltransferase activity
14554,b1747,astA,arginine metabolic process
14555,b1747,astA,arginine catabolic process
14556,b1747,astA,arginine catabolic process to glutamate
14557,b1747,astA,arginine catabolic process to succinate
14558,b2806,rlmM,methyltransferase activity
14559,b2806,rlmM,methyltransferase activity
14560,b2806,rlmM,S-adenosylmethionine-dependent methyltransferase activity
14561,b2806,rlmM,transferase activity
14562,b2806,rlmM,rRNA (cytosine-2'-O-)-methyltransferase activity
14563,b2806,rlmM,RNA methylation
14564,b2806,rlmM,rRNA processing
14565,b2806,rlmM,rRNA processing
14566,b2806,rlmM,rRNA methylation
14567,b2806,rlmM,methylation
14568,b2806,rlmM,methylation
14569,b2806,rlmM,cytoplasm
14570,b2806,rlmM,cytoplasm
14571,b2806,rlmM,cytoplasm
14572,b0862,artQ,transmembrane transporter activity
14573,b0862,artQ,amino acid transport
14574,b0862,artQ,transmembrane transport
14575,b0862,artQ,nitrogen compound transport
14576,b0862,artQ,L-arginine import across plasma membrane
14577,b0862,artQ,plasma membrane
14578,b0862,artQ,plasma membrane
14579,b0862,artQ,plasma membrane
14580,b0862,artQ,plasma membrane
14581,b0862,artQ,plasma membrane
14582,b0862,artQ,plasma membrane
14583,b0862,artQ,membrane
14584,b0862,artQ,membrane
14585,b0862,artQ,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
14586,b0862,artQ,ATP-binding cassette (ABC) transporter complex
14587,b0862,artQ,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
14588,b0862,artQ,plasma membrane
14589,b2807,ygdD,plasma membrane
14590,b2807,ygdD,plasma membrane
14591,b2807,ygdD,plasma membrane
14592,b2807,ygdD,plasma membrane
14593,b2807,ygdD,membrane
14594,b2807,ygdD,plasma membrane
14595,b2631,rnlB,negative regulation of endoribonuclease activity
14596,b2631,rnlB,protein binding
14597,b2631,rnlB,protein binding
14598,b2631,rnlB,regulation of DNA-templated transcription
14599,b2631,rnlB,regulation of growth
14600,b2631,rnlB,single-species biofilm formation
14601,b2631,rnlB,toxin-antitoxin complex
14602,b0861,artM,transmembrane transporter activity
14603,b0861,artM,amino acid transport
14604,b0861,artM,transmembrane transport
14605,b0861,artM,nitrogen compound transport
14606,b0861,artM,L-arginine import across plasma membrane
14607,b0861,artM,plasma membrane
14608,b0861,artM,plasma membrane
14609,b0861,artM,plasma membrane
14610,b0861,artM,plasma membrane
14611,b0861,artM,plasma membrane
14612,b0861,artM,plasma membrane
14613,b0861,artM,membrane
14614,b0861,artM,membrane
14615,b0861,artM,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
14616,b0861,artM,ATP-binding cassette (ABC) transporter complex
14617,b0861,artM,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
14618,b0861,artM,amino acid transport
14619,b0861,artM,plasma membrane
14620,b0405,queA,tRNA wobble guanine modification
14621,b0405,queA,queuosine biosynthetic process
14622,b0405,queA,queuosine biosynthetic process
14623,b0405,queA,response to radiation
14624,b0405,queA,transferase activity
14625,b0405,queA,transferase activity
14626,b0405,queA,transferase activity
14627,b0405,queA,isomerase activity
14628,b0405,queA,isomerase activity
14629,b0405,queA,S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity
14630,b0405,queA,S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity
14631,b0405,queA,S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity
14632,b0405,queA,S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity
14633,b0405,queA,queuosine biosynthetic process
14634,b0405,queA,queuosine biosynthetic process
14635,b0405,queA,queuosine biosynthetic process
14636,b0405,queA,cytoplasm
14637,b0405,queA,cytoplasm
14638,b0405,queA,cytoplasm
14639,b0405,queA,cytosol
14640,b0405,queA,tRNA wobble guanine modification
14641,b0405,queA,S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity
14642,b0405,queA,queuosine biosynthetic process
14643,b0120,speD,spermidine biosynthetic process
14644,b0120,speD,self proteolysis
14645,b0120,speD,magnesium ion binding
14646,b0120,speD,catalytic activity
14647,b0120,speD,adenosylmethionine decarboxylase activity
14648,b0120,speD,adenosylmethionine decarboxylase activity
14649,b0120,speD,adenosylmethionine decarboxylase activity
14650,b0120,speD,adenosylmethionine decarboxylase activity
14651,b0120,speD,adenosylmethionine decarboxylase activity
14652,b0120,speD,lyase activity
14653,b0120,speD,carboxy-lyase activity
14654,b0120,speD,polyamine biosynthetic process
14655,b0120,speD,polyamine biosynthetic process
14656,b0120,speD,metabolic process
14657,b0120,speD,spermidine biosynthetic process
14658,b0120,speD,spermidine biosynthetic process
14659,b0120,speD,spermidine biosynthetic process
14660,b0120,speD,cytosol
14661,b0120,speD,spermidine biosynthetic process
14662,b0120,speD,cytosol
14663,b0120,speD,adenosylmethionine decarboxylase activity
14664,b4244,pyrI,protein binding
14665,b4244,pyrI,protein binding
14666,b4244,pyrI,protein binding
14667,b4244,pyrI,protein binding
14668,b4244,pyrI,protein binding
14669,b4244,pyrI,protein binding
14670,b4244,pyrI,protein binding
14671,b4244,pyrI,protein binding
14672,b4244,pyrI,protein binding
14673,b4244,pyrI,zinc ion binding
14674,b4244,pyrI,metal ion binding
14675,b4244,pyrI,'de novo' pyrimidine nucleobase biosynthetic process
14676,b4244,pyrI,'de novo' pyrimidine nucleobase biosynthetic process
14677,b4244,pyrI,pyrimidine nucleotide biosynthetic process
14678,b4244,pyrI,pyrimidine nucleotide biosynthetic process
14679,b4244,pyrI,cytoplasm
14680,b4244,pyrI,aspartate carbamoyltransferase complex
14681,b4244,pyrI,aspartate carbamoyltransferase complex
14682,b1414,ydcF,plasma membrane
14683,b2630,rnlA,mRNA catabolic process
14684,b2630,rnlA,mRNA catabolic process
14685,b2630,rnlA,nuclease activity
14686,b2630,rnlA,endonuclease activity
14687,b2630,rnlA,RNA endonuclease activity
14688,b2630,rnlA,RNA endonuclease activity
14689,b2630,rnlA,protein binding
14690,b2630,rnlA,protein binding
14691,b2630,rnlA,protein binding
14692,b2630,rnlA,protein binding
14693,b2630,rnlA,hydrolase activity
14694,b2630,rnlA,protein homodimerization activity
14695,b2630,rnlA,regulation of DNA-templated transcription
14696,b2630,rnlA,regulation of growth
14697,b2630,rnlA,single-species biofilm formation
14698,b2630,rnlA,defense response to virus
14699,b2630,rnlA,"RNA phosphodiester bond hydrolysis, endonucleolytic"
14700,b2630,rnlA,cytoplasm
14701,b2630,rnlA,cytoplasm
14702,b2630,rnlA,toxin-antitoxin complex
14703,b4671,ykgR,plasma membrane
14704,b4671,ykgR,plasma membrane
14705,b4671,ykgR,plasma membrane
14706,b4671,ykgR,plasma membrane
14707,b4671,ykgR,plasma membrane
14708,b4671,ykgR,membrane
14709,b0390,aroM,"racemase and epimerase activity, acting on amino acids and derivatives"
14710,b2672,ygaM,ribosome binding
14711,b2672,ygaM,cytosol
14712,b2672,ygaM,plasma membrane
14713,b2672,ygaM,plasma membrane
14714,b2672,ygaM,plasma membrane
14715,b2672,ygaM,plasma membrane
14716,b2672,ygaM,membrane
14717,b4460,araH,transmembrane transporter activity
14718,b4460,araH,carbohydrate transport
14719,b4460,araH,L-arabinose transmembrane transport
14720,b4460,araH,transmembrane transport
14721,b4460,araH,plasma membrane
14722,b4460,araH,plasma membrane
14723,b4460,araH,plasma membrane
14724,b4460,araH,plasma membrane
14725,b4460,araH,plasma membrane
14726,b4460,araH,plasma membrane
14727,b4460,araH,membrane
14728,b4460,araH,membrane
14729,b4460,araH,membrane
14730,b4460,araH,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
14731,b4460,araH,plasma membrane
14732,b3889,yiiE,sequence-specific DNA binding
14733,b3889,yiiE,regulation of DNA-templated transcription
14734,b2841,araE,fucose transmembrane transport
14735,b2841,araE,fucose transmembrane transport
14736,b2841,araE,L-arabinose transmembrane transport
14737,b2841,araE,L-arabinose transmembrane transport
14738,b2841,araE,L-arabinose transmembrane transporter activity
14739,b2841,araE,L-arabinose transmembrane transporter activity
14740,b2841,araE,fucose transmembrane transporter activity
14741,b2841,araE,fucose transmembrane transporter activity
14742,b2841,araE,symporter activity
14743,b2841,araE,symporter activity
14744,b2841,araE,transmembrane transporter activity
14745,b2841,araE,carbohydrate transport
14746,b2841,araE,transmembrane transport
14747,b2841,araE,plasma membrane
14748,b2841,araE,plasma membrane
14749,b2841,araE,plasma membrane
14750,b2841,araE,plasma membrane
14751,b2841,araE,plasma membrane
14752,b2841,araE,membrane
14753,b2841,araE,membrane
14754,b2841,araE,cellular anatomical entity
14755,b2841,araE,symporter activity
14756,b2841,araE,transmembrane transport
14757,b2841,araE,membrane
14758,b4055,aphA,magnesium ion binding
14759,b4055,aphA,acid phosphatase activity
14760,b4055,aphA,acid phosphatase activity
14761,b4055,aphA,acid phosphatase activity
14762,b4055,aphA,acid phosphatase activity
14763,b4055,aphA,hydrolase activity
14764,b4055,aphA,L-phosphoserine phosphatase activity
14765,b4055,aphA,identical protein binding
14766,b4055,aphA,metal ion binding
14767,b4055,aphA,outer membrane-bounded periplasmic space
14768,b4055,aphA,outer membrane-bounded periplasmic space
14769,b4055,aphA,outer membrane-bounded periplasmic space
14770,b4055,aphA,periplasmic space
14771,b4055,aphA,periplasmic space
14772,b0171,pyrH,pyrimidine nucleotide biosynthetic process
14773,b0171,pyrH,nucleotide binding
14774,b0171,pyrH,catalytic activity
14775,b0171,pyrH,ATP binding
14776,b0171,pyrH,UMP/dUMP kinase activity
14777,b0171,pyrH,UMP/dUMP kinase activity
14778,b0171,pyrH,UMP/dUMP kinase activity
14779,b0171,pyrH,kinase activity
14780,b0171,pyrH,transferase activity
14781,b0171,pyrH,UMP kinase activity
14782,b0171,pyrH,UMP kinase activity
14783,b0171,pyrH,UMP kinase activity
14784,b0171,pyrH,UMP kinase activity
14785,b0171,pyrH,identical protein binding
14786,b0171,pyrH,pyrimidine nucleotide biosynthetic process
14787,b0171,pyrH,pyrimidine nucleotide biosynthetic process
14788,b0171,pyrH,pyrimidine nucleotide biosynthetic process
14789,b0171,pyrH,metabolic process
14790,b0171,pyrH,phosphorylation
14791,b0171,pyrH,'de novo' CTP biosynthetic process
14792,b0171,pyrH,nucleoside monophosphate phosphorylation
14793,b0171,pyrH,nucleoside monophosphate phosphorylation
14794,b0171,pyrH,cytoplasm
14795,b0171,pyrH,cytoplasm
14796,b0171,pyrH,cytoplasm
14797,b0171,pyrH,cytoplasm
14798,b0171,pyrH,cytosol
14799,b0171,pyrH,cytosol
14800,b0171,pyrH,cytosol
14801,b0171,pyrH,UMP kinase activity
14802,b0171,pyrH,UDP biosynthetic process
14803,b0171,pyrH,cytosol
14804,b2780,pyrG,CTP biosynthetic process
14805,b2780,pyrG,CTP biosynthetic process
14806,b2780,pyrG,protein homotetramerization
14807,b2780,pyrG,nucleotide binding
14808,b2780,pyrG,magnesium ion binding
14809,b2780,pyrG,magnesium ion binding
14810,b2780,pyrG,CTP synthase activity
14811,b2780,pyrG,CTP synthase activity
14812,b2780,pyrG,CTP synthase activity
14813,b2780,pyrG,CTP synthase activity
14814,b2780,pyrG,CTP synthase activity
14815,b2780,pyrG,CTP synthase activity
14816,b2780,pyrG,CTP synthase activity
14817,b2780,pyrG,glutaminase activity
14818,b2780,pyrG,ATP binding
14819,b2780,pyrG,ligase activity
14820,b2780,pyrG,identical protein binding
14821,b2780,pyrG,identical protein binding
14822,b2780,pyrG,metal ion binding
14823,b2780,pyrG,pyrimidine nucleotide biosynthetic process
14824,b2780,pyrG,pyrimidine nucleotide biosynthetic process
14825,b2780,pyrG,pyrimidine nucleotide biosynthetic process
14826,b2780,pyrG,CTP biosynthetic process
14827,b2780,pyrG,glutamine metabolic process
14828,b2780,pyrG,'de novo' CTP biosynthetic process
14829,b2780,pyrG,cellular biosynthetic process
14830,b2780,pyrG,organonitrogen compound biosynthetic process
14831,b2780,pyrG,cytoplasm
14832,b2780,pyrG,cytoplasm
14833,b2780,pyrG,cytosol
14834,b2780,pyrG,cytosol
14835,b2780,pyrG,cytosol
14836,b2780,pyrG,protein-containing complex
14837,b2780,pyrG,cytoophidium
14838,b2780,pyrG,CTP biosynthetic process
14839,b2780,pyrG,cytosol
14840,b2780,pyrG,identical protein binding
14841,b2780,pyrG,CTP synthase activity
14842,b2780,pyrG,pyrimidine nucleobase biosynthetic process
14843,b4292,fecR,intracellular iron ion homeostasis
14844,b4292,fecR,signal transduction involved in regulation of gene expression
14845,b4292,fecR,regulation of DNA-templated transcription initiation
14846,b4292,fecR,transmembrane signaling receptor activity
14847,b4292,fecR,protein binding
14848,b4292,fecR,monoatomic ion transport
14849,b4292,fecR,iron ion transmembrane transport
14850,b4292,fecR,negative regulation of DNA-templated transcription
14851,b4292,fecR,response to stimulus
14852,b4292,fecR,plasma membrane
14853,b4292,fecR,periplasmic space
14854,b4292,fecR,periplasmic space
14855,b4292,fecR,sigma factor antagonist activity
14856,b4293,fecI,DNA-templated transcription initiation
14857,b4293,fecI,intracellular iron ion homeostasis
14858,b4293,fecI,bacterial-type RNA polymerase core enzyme binding
14859,b4293,fecI,bacterial-type RNA polymerase core enzyme binding
14860,b4293,fecI,core promoter sequence-specific DNA binding
14861,b4293,fecI,DNA binding
14862,b4293,fecI,DNA binding
14863,b4293,fecI,DNA-binding transcription factor activity
14864,b4293,fecI,protein binding
14865,b4293,fecI,sigma factor activity
14866,b4293,fecI,sigma factor activity
14867,b4293,fecI,sigma factor activity
14868,b4293,fecI,DNA-templated transcription
14869,b4293,fecI,DNA-templated transcription initiation
14870,b4293,fecI,DNA-templated transcription initiation
14871,b4293,fecI,regulation of DNA-templated transcription
14872,b4293,fecI,regulation of DNA-templated transcription
14873,b4293,fecI,monoatomic ion transport
14874,b4293,fecI,iron ion transmembrane transport
14875,b4293,fecI,regulation of DNA-templated transcription initiation
14876,b4293,fecI,regulation of DNA-templated transcription initiation
14877,b4293,fecI,cytosolic DNA-directed RNA polymerase complex
14878,b2482,hyfB,protein binding
14879,b2482,hyfB,NADH dehydrogenase (ubiquinone) activity
14880,b2482,hyfB,oxidoreductase activity
14881,b2482,hyfB,glucose catabolic process
14882,b2482,hyfB,anaerobic respiration
14883,b2482,hyfB,formate oxidation
14884,b2482,hyfB,anaerobic electron transport chain
14885,b2482,hyfB,ATP synthesis coupled electron transport
14886,b2482,hyfB,plasma membrane
14887,b2482,hyfB,plasma membrane
14888,b2482,hyfB,plasma membrane
14889,b2482,hyfB,plasma membrane
14890,b2482,hyfB,plasma membrane
14891,b2482,hyfB,formate dehydrogenase complex
14892,b2482,hyfB,membrane
14893,b2482,hyfB,[Ni-Fe] hydrogenase complex
14894,b2481,hyfA,oxidoreductase activity
14895,b2481,hyfA,metal ion binding
14896,b2481,hyfA,iron-sulfur cluster binding
14897,b2481,hyfA,"4 iron, 4 sulfur cluster binding"
14898,b2481,hyfA,[Ni-Fe] hydrogenase complex
14900,b3858,yihD,cytosol
14901,b0168,map,aminopeptidase activity
14902,b0168,map,aminopeptidase activity
14903,b0168,map,ferrous iron binding
14904,b0168,map,peptidase activity
14905,b0168,map,metalloexopeptidase activity
14906,b0168,map,hydrolase activity
14907,b0168,map,metal ion binding
14908,b0168,map,metal ion binding
14909,b0168,map,transition metal ion binding
14910,b0168,map,metalloaminopeptidase activity
14911,b0168,map,metalloaminopeptidase activity
14912,b0168,map,metalloaminopeptidase activity
14913,b0168,map,proteolysis
14914,b0168,map,proteolysis
14915,b0168,map,protein modification process
14916,b0168,map,cytosol
14917,b0168,map,cytosol
14918,b0168,map,cytosol
14919,b0168,map,metalloaminopeptidase activity
14920,b0168,map,cytosol
14921,b3834,ubiJ,protein binding
14922,b3834,ubiJ,protein binding
14923,b3834,ubiJ,protein binding
14924,b3834,ubiJ,identical protein binding
14925,b3834,ubiJ,ubiquinone biosynthetic process
14926,b3834,ubiJ,ubiquinone biosynthetic process
14927,b3834,ubiJ,ubiquinone biosynthetic process
14928,b3834,ubiJ,ubiquinone biosynthetic process
14929,b3834,ubiJ,ubiquinone biosynthetic process from chorismate
14930,b3834,ubiJ,ubiquinone biosynthetic process from chorismate
14931,b3834,ubiJ,cytoplasm
14932,b3834,ubiJ,cytoplasm
14933,b3834,ubiJ,cytoplasm
14934,b3834,ubiJ,ubiquinone biosynthesis complex
14935,b3834,ubiJ,ubiquinone biosynthetic process from chorismate
14936,b0433,ampG,symporter activity
14937,b0433,ampG,transmembrane transporter activity
14938,b0433,ampG,transmembrane transport
14939,b0433,ampG,cell wall organization
14940,b0433,ampG,proton transmembrane transport
14941,b0433,ampG,plasma membrane
14942,b0433,ampG,plasma membrane
14943,b0433,ampG,plasma membrane
14944,b0433,ampG,plasma membrane
14945,b0433,ampG,membrane
14946,b0433,ampG,membrane
